apellido,frec_pri,frec_seg
ANZALDUA,7,0
AQUILES,7,0
ARACEN,7,5
ARCHI,7,0
ARENAL,7,11
ARGOT,7,0
ARINES,7,0
ARMIENTA,7,0
ARONIA,7,0
ARREGUI,7,0
ARRON,7,0
ARTIGAS,7,17
ASENCION,7,0
ATANASIO,7,7
ATLAHUA,7,11
AUZA,7,0
AVENDA¤O,7,17
AVITUA,7,0
AYAPANTECATL,7,7
AYAR,7,19
AYERDE,7,10
BAIZA,7,0
BAJECA,7,7
BALANDRANO,7,7
BANCHEZ,7,0
BARQUET,7,0
BARRENA,7,0
BARRERO,7,0
BARZALOBRE,7,5
BASAÑEZ,7,0
BAUZA,7,13
BEATRIZ,7,30
BELMAR,7,0
BENJAMIN,7,0
BERINO,7,0
BETANCES,7,7
BIXANO,7,5
BIZARRO,7,11
BLACKALLER,7,0
BOETA,7,0
BORRALLAS,7,0
BRENA,7,11
BRENES,7,6
BRENIS,7,5
BRUSSOLO,7,0
BUJANOS,7,11
BURGUE%O,7,0
BURQUEZ,7,13
CABA%AS,7,7
CABEZA,7,19
CADO,7,0
CALDERILLA,7,0
CALDINO,7,0
CALIXTRO,7,11
CALLEJO,7,5
CALZADO,7,0
CAMAÑOS,7,0
CANDILA,7,11
CANUTO,7,17
CAPITAN,7,6
CARABANTES,7,5
CARAZO,7,6
CARPINTEIRO,7,0
CARRE,7,0
CARRIOLA,7,0
CASERES,7,5
CATON,7,0
CEL,7,12
CELDO,7,0
CEME,7,0
CERROBLANCO,7,8
CEVALLOS,7,5
CHAMIZO,7,9
CHANES,7,10
CHAPOL,7,6
CHEPETLA,7,5
CHERON,7,0
CHICATTI,7,5
CHIGUIL,7,6
CHINCHILLAS,7,8
CHIRIVISTA,7,0
CHONCOA,7,9
CHORENO,7,10
CHUNGA,7,0
CICERO,7,0
CIRIO,7,5
COCULA,7,0
COLINDRES,7,7
COLIS,7,22
COMO,7,0
COMPAÑ,7,0
CONS,7,0
COPCA,7,16
CORALES,7,8
CORTINEZ,7,5
CORZA,7,0
COUDER,7,0
COVIAN,7,6
COXTINICA,7,6
COYAC,7,0
CRAULES,7,0
CREANO,7,0
CRISTEN,7,0
CRUZ MANJARREZ,7,0
CUA,7,8
CUATETA,7,14
CUBEDO,7,8
D,7,5
DANIELS,7,0
DARDON,7,12
DATTOLI,7,6
DAUZON,7,0
DE LA MADRID,7,7
DE LA PORTILLA,7,9
DE ROSAS,7,0
DEAGUEROS,7,6
DEARA,7,12
DECIDERIO,7,7
DECUIR,7,0
DELVAL,7,0
DEMUNER,7,0
DESAIDA,7,0
DIARTE,7,12
DONIZ,7,0
DUANA,7,0
DUCOING,7,0
EGUINO,7,9
EGUREN,7,6
ELENO,7,5
ELIODORO,7,0
EMBA,7,0
ENCINA,7,6
ENCINIA,7,5
ERASMO,7,0
ESCOLASTICO,7,0
ESCUDILLO,7,0
ESPINOS,7,0
ESTELA,7,6
ESTILLA,7,0
EVANS,7,7
EXIGA,7,6
EZQUIVEL,7,9
FARARONI,7,11
FAVIAN,7,0
FIGAROLA,7,0
FLATCHER,7,0
FLORAN,7,0
FRUCTUOSO,7,8
FRUTIS,7,10
GALINDREZ,7,0
GAMBINO,7,0
GANZO,7,5
GARCIGLIA,7,0
GAVITO,7,0
GAZCON,7,6
GIESSELER,7,0
GORROCHOTEGUI,7,0
GRACIAN,7,6
GRAILLET,7,0
GUIOT,7,0
GUMECINDO,7,6
HERNANDO,7,0
HERRAN,7,6
HIRATA,7,0
HORCASITAS,7,6
HOYO,7,6
HUELITL,7,0
HUMARAN,7,0
IDELFONSO,7,0
IRECTA,7,5
ISAS,7,0
ISUNZA,7,12
JACQUES,7,5
JARALILLO,7,5
JARIZ,7,14
JAYME,7,8
JUANCHI,7,0
JUVERA,7,7
KINIL,7,10
KOMUKAI,7,0
LABORIN,7,7
LAJA,7,0
LANDON,7,0
LANGO,7,0
LANUZA,7,10
LARGO,7,14
LAUTERIO,7,0
LAZARINI,7,5
LEANO,7,12
LESCIEUR,7,11
LEYTON,7,9
LIBERATO,7,5
LINARTE,7,7
LIVERA,7,5
LOE,7,6
LOM,7,0
LOMAN,7,8
LONGARES,7,12
LONGINES,7,7
LOYDA,7,6
LOYDE,7,13
LUJA,7,0
LUQUEÑO,7,11
LUVIAN,7,12
MAC,7,11
MACIN,7,8
MACOSSAY,7,0
MADA,7,5
MADRIZ,7,0
MANGAS,7,6
MANQUERO,7,7
MARANTO,7,5
MARAVER,7,0
MAREZ,7,0
MARGALLI,7,0
MARIEL,7,6
MARINELARENA,7,8
MARISCALES,7,0
MARITANO,7,0
MARTINON,7,0
MARTOS,7,5
MASSA,7,9
MASTACHI,7,0
MATANCILLAS,7,0
MAYARES,7,10
MAÑON,7,10
MELITON,7,11
MEMBRILA,7,8
MENACHO,7,0
MENOR,7,0
MERECIAS,7,12
MERITO,7,9
MERODIO,7,0
MEXQUITIC,7,6
MICHAUS,7,6
MILANEZ,7,5
MILLA,7,14
MILPAS,7,0
MINCHACA,7,0
MIRAVETE,7,7
MOLINARES,7,5
MONICO,7,7
MORAGA,7,6
MOSQUEIRA,7,11
MOTTA,7,5
MOTTE,7,0
MURUETA,7,0
MUTHE,7,9
MUÃ¿OA,7,5
NACHEZ,7,5
NAREDO,7,0
NAVES,7,8
NAÑEZ,7,9
NEPITA,7,0
NEPONUCENO,7,6
NEQUIZ,7,11
NODAL,7,0
NOVELA,7,18
NOVIA,7,8
NU¤EZ,7,7
OBLEA,7,0
OCTAVO,7,0
ODRIOZOLA,7,0
OLAGUEZ,7,0
OLAIZ,7,0
OMA!A,7,9
ORONZOR,7,5
ORUETA,7,11
PAITA,7,0
PASCUALE!O,7,0
PATATUCHI,7,5
PATISHTAN,7,0
PAYNO,7,0
PEDRIN,7,5
PELATOS,7,0
PENATE,7,5
PEQUE#O,7,9
PERCASTRE,7,7
PEREDIA,7,5
PERIANZA,7,0
PERPULI,7,11
PERZABAL,7,0
PESTAÑA,7,14
PICHON,7,13
PINETE,7,0
PORTAL,7,0
POXTAN,7,0
PRIMITIVO,7,8
QUIBRERA,7,0
QUIME,7,5
QUINTEROS,7,5
QUINTIN,7,7
RAIGOSA,7,0
RECHY,7,6
RECODER,7,0
REGIN,7,0
REGUERA,7,0
RENAUD,7,0
RESCALVO,7,10
REVILLAS,7,0
ROANO,7,6
RODULFO,7,13
ROEL,7,10
ROMAGNOLI,7,0
ROVIRA,7,0
RUAN,7,8
SAAB,7,0
SABAH,7,0
SAGARNAGA,7,0
SAGASTEGUI,7,10
SALASAR,7,0
SALIGAN,7,8
SALONES,7,0
SALTIJERAL,7,0
SAN PEDRO,7,13
SANCHEZ DE LA VEGA,7,0
SANTA ROSA,7,0
SANTIBA%EZ,7,0
SAQUIN,7,7
SARACHO,7,0
SARMINA,7,0
SATOW,7,0
SEGOBIA,7,8
SEL,7,5
SEQUEDA,7,0
SERENA,7,9
SERRET,7,8
SHILON,7,0
SIALIQUI,7,0
SILLERO,7,6
SIMONS,7,0
SMER,7,0
SOQUI,7,7
SOTENO,7,0
SU,7,0
SUSUNAGA,7,13
TABARDILLO,7,9
TECOTL,7,0
TECUANHUEY,7,6
TEMOXTLE,7,14
TENDERO,7,0
TENOPALA,7,0
TEPEC,7,23
TERESA,7,17
TERRAZA,7,12
TEUTLE,7,10
THOMAS,7,12
TIANGUISTENGO,7,0
TINTOR,7,5
TLACOMULCO,7,6
TLAPAPAL,7,11
TLELO,7,0
TOCA,7,0
TOLOZA,7,10
TONCHE,7,23
TONIX,7,12
TORREROS,7,0
TRISTE,7,12
TROLLE,7,0
TUEXI,7,11
TUFIÑO,7,8
TURRUBIATE,7,0
TZAKUM,7,0
TZANAHUA,7,11
UGUES,7,0
URBIOLA,7,10
URVINA,7,7
UZETA,7,9
VALAGUEZ,7,0
VELDUCEA,7,11
VELES,7,10
VELETA,7,13
VIAZCAN,7,7
VILIS,7,0
VINAJA,7,0
VIRRUETA,7,9
VIVES,7,7
VIVIAN,7,7
VQUEZ,7,7
WALDO,7,0
XILOT,7,0
XIQUE,7,0
XOCHITOTOTL,7,0
XOLALTENCO,7,0
XOXOCOTLA,7,0
YAMAMOTO,7,13
YELADAQUI,7,0
YERBES,7,0
YIN,7,0
YUCUPICIO,7,0
YUDICHE,7,6
YUNES,7,0
YURIAR,7,12
YZQUIERDO,7,9
ZABALLA,7,0
ZACARIAZ,7,5
ZAMORAN,7,0
ZAÑUDO,7,0
ZEQUEIDA,7,6
ZEQUEIRA,7,9
ZILLI,7,5
ZUBILLAGA,7,0
ZULAICA,7,7
ZULETA,7,8
ZULOAGA,7,9
ZURROZA,7,0
ABOYTE,6,10
ACU%A,6,5
ADALID,6,0
ADAMS,6,0
AGIS,6,7
AGRIPINO,6,0
AGUILETA,6,8
AHUET,6,0
ALADRO,6,0
ALARID,6,0
ALAYON,6,7
ALDAVA,6,0
ALLIER,6,0
ALMA,6,14
ALVARA,6,0
AMAO,6,5
AMBARIO,6,5
AMERICANO,6,6
AMPARANO,6,19
ANCELMO,6,0
ANCHEITA,6,7
ANGELINO,6,6
ANGLES,6,6
ANSALDO,6,6
APANECATL,6,0
APOSTOL,6,0
APRESA,6,0
ARCIQUE,6,8
ARDAVIN,6,0
ARISPE,6,0
ARIZMENDIZ,6,13
ARMIDA,6,0
AROÑA,6,0
ARRIZON,6,6
ARRONTE,6,0
ARVILLA,6,0
ASPEITIA,6,10
ASTURIANO,6,0
ATRISTAIN,6,0
AUDEVES,6,0
AVECILLAS,6,0
AVELLA,6,8
AVENDA#O,6,0
AYONA,6,8
AYUB,6,5
AYUZO,6,7
AZAIR,6,0
AZANZA,6,0
AZCARATE,6,0
AZCARRAGA,6,0
BALCON,6,0
BALDENEBRO,6,5
BALSIMELLI,6,0
BALTASAR,6,11
BALVANERA,6,7
BARQUIN,6,5
BARRIONUEVO,6,0
BARROS,6,0
BASSO,6,0
BASTAR,6,6
BATREZ,6,0
BEH,6,0
BEJINES,6,0
BELLOS,6,7
BENDE,6,0
BENET,6,0
BERRIDI,6,0
BETTO,6,0
BEYTIA,6,0
BIBRIESCA,6,19
BIU,6,0
BLE,6,0
BOLA¤OS,6,0
BOLDO,6,5
BONALES,6,9
BONIFAS,6,0
BRABATA,6,9
BRIZO,6,0
BUDAR,6,14
CABAL,6,0
CABEZAS,6,7
CAHUA,6,0
CAL,6,10
CALIZ,6,6
CALNACASCO,6,0
CALTEMPA,6,0
CALTZONTZIN,6,0
CALZADILLA,6,7
CALZADILLAS,6,9
CAMERA,6,0
CAMEZ,6,0
CAMOU,6,0
CAMPORREDONDO,6,5
CANELO,6,0
CAPULTITLA,6,0
CARDE#AS,6,5
CARDELL,6,0
CARLO,6,0
CARMELO,6,0
CARRILES,6,7
CASANGO,6,7
CATANEO,6,0
CATEDRAL,6,0
CAZADERO,6,0
CAZAN,6,0
CECILIANO,6,0
CEJAS,6,0
CELESTIN,6,0
CERDIO,6,0
CERMENO,6,5
CERRO,6,0
CESSA,6,5
CHACLAN,6,0
CHANEZ,6,10
CHANTES,6,8
CHAPELA,6,0
CHAVERRI,6,0
CHENG,6,5
CHICUATE,6,11
CHILLOPA,6,11
CHIMALPOPOCA,6,5
CHIÃ¿AS,6,0
CHOCOTECO,6,6
CICOUREL,6,0
CIMENTAL,6,0
CLEOFAS,6,19
COACHE,6,5
COBIX,6,8
COCON,6,6
CODALLOS,6,5
COJITO,6,0
CONSUEGRA,6,11
CONSUELOS,6,8
CORANGUEZ,6,0
CORCUERA,6,12
COSTA,6,0
COTOC,6,8
COUTTOLENC,6,0
COVIS,6,0
COYOHUA,6,6
CRUZADO,6,12
CUACUA,6,0
CUAHUA,6,0
CUAHUTECATL,6,13
CUAN,6,0
CUAPANTECA,6,6
CUATECATL,6,5
CUATEPITZI,6,0
CUAUHTECATL,6,0
CUAXOSPA,6,6
CUAYA,6,6
CUBAS,6,13
CUEL,6,0
CUMI,6,7
CUPA,6,6
CUY,6,7
DAREY,6,0
DE ITA,6,27
DE LA HUERTA,6,9
DE LA LLATA,6,0
DE LA MERCED,6,5
DE LA ORTA,6,0
DE LA TEJA,6,0
DE LABRA,6,17
DE MARCOS,6,5
DE ROBLES,6,0
DE ROMAN,6,0
DE SANTOS,6,5
DECILOS,6,5
DEHARA,6,6
DERRAMADERO,6,0
DESSENS,6,0
DGUEZ,6,10
DILLARZA,6,0
DONGE,6,0
DOURIET,6,0
ECHANOVE,6,5
ECHARTEA,6,9
ECHAVARRI,6,6
ELOISA,6,10
ENGUILO,6,6
ERASTO,6,0
ERRASQUIN,6,0
ESCARTIN,6,7
ESGUERRA,6,0
ESMERALDA,6,13
ESPINOZA DE LOS MONTEROS,6,0
ESQUIBEL,6,11
ESTOPIER,6,7
ESTRELLO,6,7
FAMOSO,6,0
FERRARA,6,11
FERRO,6,6
FIDENCIO,6,10
FIRO,6,0
FLORENZANO,6,0
FRANYUTTI,6,6
FRUTERO,6,0
GABIÑA,6,0
GAISTARDO,6,0
GALARCE,6,7
GALAVIS,6,8
GALGUERA,6,5
GALINA,6,0
GAVILAN,6,5
GAVILANEZ,6,0
GEN,6,0
GENESTA,6,0
GERONES,6,0
GOCHEZ,6,8
GONE,6,12
GONSALEZ,6,8
GOROZPE,6,0
GOUJON,6,0
GOYCOOLEA,6,0
GRACIDAS,6,0
GRAGEOLA,6,5
GRANO,6,16
GROVER,6,0
GRUINTAL,6,5
GUEREÑA,6,5
GUETA,6,0
GUMERCINDO,6,0
GURRUSQUIETA,6,0
GUTIERRES,6,7
HABANA,6,9
HAZA,6,0
HENESTROZA,6,6
HERALDEZ,6,5
HIGINIO,6,6
HUACAL,6,0
HUAPE,6,0
HUERECA,6,8
HUERFANO,6,5
HUERTERO,6,9
HUETO,6,0
HUMO,6,8
ICO,6,11
INOCENTE,6,14
IRABIEN,6,0
IRALA,6,6
IRAZOQUE,6,7
ISABELES,6,7
ISASSI,6,7
ISMERIO,6,5
ISORDIA,6,9
IXTLA,6,0
IZAZAGA,6,12
IZUCAR,6,0
JACALES,6,0
JAIN,6,6
JALIL,6,0
JAMAICA,6,7
JANTES,6,6
JIMAREZ,6,8
JIMENO,6,12
JUAN DE DIOS,6,0
JUANDIEGO,6,0
KALA,6,0
KATT,6,0
KEEL,6,0
LABANA,6,0
LABARRIOS,6,0
LADINO,6,11
LAJUD,6,0
LAMARQUE,6,0
LANGLE,6,0
LANTO,6,0
LATOURNERIE,6,13
LAURENT,6,5
LAURIANO,6,6
LAVANDEROS,6,10
LECOURTOIS,6,0
LEGGS,6,0
LENDECHY,6,8
LEOBARDO,6,0
LEOVIGILDO,6,0
LERA,6,8
LIMETA,6,6
LIO,6,5
LLANEZ,6,0
LOBOS,6,0
LOJERO,6,10
LOMELIN,6,0
LONG,6,0
LORENZANO,6,0
LOW,6,8
LUCIAN,6,0
LUERA,6,0
LUIZ,6,7
MACARENA,6,6
MAEDA,6,0
MALACATE,6,0
MALACON,6,0
MALLOZZI,6,0
MANGA,6,0
MARCELEÑO,6,5
MARIANITO,6,5
MARIAUD,6,0
MARIZ,6,0
MAYAHUA,6,6
MAZUN,6,10
MECINAS,6,0
MELLIN,6,6
MENDICUTI,6,7
MENECES,6,9
MERCADER,6,0
MILACATL,6,0
MILANES,6,0
MILPA,6,0
MIMBELA,6,0
MINDER,6,0
MOISES,6,0
MOJARRAS,6,0
MOJON,6,0
MOLGADO,6,5
MOLOHUA,6,0
MONTA¤O,6,0
MONTAÐO,6,15
MORANTES,6,10
MORCILLO,6,13
MORRUGARES,6,0
MOSCOSA,6,5
MOYRON,6,12
MOZON,6,5
MULLER,6,0
MÉNDEZ,6,0
NABTE,6,5
NACUD,6,0
NAFFATE,6,0
NAHUACATL,6,0
NAKAMURA,6,0
NANGULLASMU,6,0
NARIO,6,11
NAVAR,6,9
NEAVES,6,5
NEMECIO,6,0
NERIO,6,8
NIAVES,6,0
NICACIO,6,5
NIGOA,6,0
NOCELO,6,0
NOXPANCO,6,0
OBLE,6,0
ODILON,6,6
OJENDIS,6,7
OMAÐA,6,0
OROZPE,6,5
ORRIN,6,0
ORTUNO,6,8
OSTIGUIN,6,6
PAAT,6,0
PADRENAN,6,0
PAIS,6,7
PALA,6,8
PANALES,6,6
PANCHO,6,13
PAREDEZ,6,10
PARRAO,6,6
PARRAZAL,6,0
PASAFLORES,6,7
PASALAGUA,6,5
PASAYE,6,0
PASCUALENO,6,0
PASQUETT,6,0
PATLANI,6,0
PAYEN,6,0
PEBA,6,0
PENAFLOR,6,0
PERUYERO,6,5
PIEDRAGIL,6,9
PIERRE,6,0
PINEIRO,6,8
PIRIN,6,0
PIZAÑO,6,0
PLACERES,6,7
PORRAZ,6,0
POZADA,6,0
PREN,6,5
PRIANTI,6,6
PRO,6,0
PROM,6,0
PROO,6,0
QUEZADAS,6,10
RASSO,6,0
RAZ,6,0
REALIVAZQUEZ,6,0
REMENTERIA,6,6
RICANO,6,5
RICCI,6,0
RIVERON,6,0
ROBALDINO,6,0
ROMANILLO,6,0
RONDAN,6,7
ROSSO,6,7
ROY,6,5
RUEZGA,6,8
RUISECO,6,5
RUIZ FLORES,6,0
RULE,6,0
RUMUALDO,6,0
SABANERO,6,6
SABORI,6,0
SAID,6,0
SALA,6,11
SALMAN,6,0
SALORIO,6,0
SAM,6,5
SAMBERINO,6,0
SAMPIERI,6,8
SANSON,6,7
SANTIAGUILLO,6,5
SANTOY,6,5
SANZON,6,0
SARABIO,6,10
SCHEZ,6,9
SEAÑEZ,6,5
SEEFOO,6,0
SEPTIMO,6,0
SERDAN,6,5
SEVILLANO,6,6
SILVEYRA,6,9
SILVIANO,6,5
SOLABAC,6,0
SOMOHANO,6,0
SOUBERBIELLE,6,0
STIRK,6,0
SUCHITE,6,5
TABLADA,6,0
TABLEROS,6,8
TACIAS,6,0
TAHUILAN,6,0
TALLES,6,0
TAPIZ,6,9
TECAMACHALTZI,6,0
TECUATL,6,0
TEPANGO,6,0
TEPEQUE,6,0
TEQUIHUATLE,6,0
TERMINEL,6,6
TESILLOS,6,14
TEXCO,6,0
TEXOCOTITLA,6,10
TIMOTEO,6,10
TINAJERA,6,0
TISCARE%O,6,0
TIXTECO,6,8
TIZAPANTZI,6,9
TLAIXCO,6,7
TLALI,6,9
TLALPAN,6,0
TLAPALAMATL,6,0
TLEHUACTLE,6,6
TOCOHUA,6,0
TOLANO,6,6
TONACATL,6,0
TONDOPO,6,0
TORRECILLA,6,14
TORRERO,6,7
TOVALIN,6,5
TOZAME,6,0
TRANCOSO,6,5
TRANQUILINO,6,6
TRESS,6,0
TREVERA,6,6
TROCHE,6,5
TURCOTT,6,0
TURRENT,6,0
TZEL,6,6
TZUN,6,0
URDAPILLETA,6,0
URGELL,6,6
URIOSTIGUE,6,0
URQUIDES,6,5
VALBUENA,6,0
VALDELAMAR,6,14
VALDEOLIVAR,6,10
VALENTINO,6,14
VARELAS,6,5
VASCO,6,6
VERANO,6,0
VERDEL,6,0
VICUNA,6,6
VIDANA,6,7
VIGURI,6,5
VILLAGRA,6,0
VILLALAZ,6,6
VILLASALDO,6,0
VILLASE#OR,6,6
VILLAURRUTIA,6,0
VILLERIAS,6,0
VITINIO,6,9
VON,6,0
WARD,6,0
XACA,6,6
YERA,6,6
YERBAFRIA,6,0
YOBAL,6,0
YUEN,6,5
ZACAPA,6,0
ZAMANO,6,9
ZAPIAIN,6,12
ZAPOTECAS,6,0
ZARIÑANA,6,0
ZEINOS,6,0
ZEVADA,6,0
ZIB,6,0
ZMERY,6,0
ÑONTHE,6,9
AARON,5,7
ABALOS,5,5
ABAM,5,0
ACAL,5,5
ACHACH,5,7
ADAILE,5,0
ADAUTA,5,0
ADDAUTO,5,0
AGOSTO,5,8
AGUA,5,0
AGUEDA,5,9
AGUIÑA,5,10
AGUIÑIGA,5,0
AIVAR,5,9
ALANUZA,5,0
ALDAIZ,5,0
ALDAPA,5,0
ALE,5,5
ALFERES,5,9
ALFONSIN,5,0
ALMUINA,5,11
ALPUIN,5,0
ALVELAIS,5,0
ALVINO,5,0
ALVIZURI,5,7
AMA,5,0
AMBROS,5,0
ANA,5,45
ANDUJO,5,11
ANGUIS,5,5
ANLEU,5,10
ANONALES,5,0
ANTA!O,5,11
ANTEMATE,5,0
ANZASTIGA,5,0
ARBIOL,5,0
ARBOLEYDA,5,0
ARCHULETA,5,6
ARCURI,5,0
ARENA,5,5
ARICEAGA,5,0
ARIGUZNAGA,5,0
ARISTEO,5,7
ARMADILLO,5,0
ARNULFO,5,0
ARREARAN,5,7
ARREZOLA,5,5
ARRIERO,5,0
ASCACIO,5,6
ASCONA,5,0
ASPERICUETA,5,0
ASTIVIA,5,0
ATENCIO,5,0
AULIS,5,0
AURIOLES,5,0
AUSTIN,5,0
AVECHUCO,5,0
AXOMULCO,5,7
AYAQUICA,5,0
AYLLON,5,7
AZARCOYA,5,5
AZOCAR,5,10
BACASEHUA,5,0
BADAL,5,6
BAHEZA,5,9
BAILEY,5,5
BAINORI,5,0
BAJIO,5,6
BALBAS,5,0
BALLADO,5,7
BALON,5,0
BAQUERA,5,6
BARANDICA,5,5
BARBABOSA,5,0
BARLANDAS,5,14
BARNET,5,0
BARRAS,5,0
BARROZO,5,6
BARTOLOME,5,6
BASHULTO,5,0
BATA,5,0
BATIZ,5,7
BEAUREGARD,5,7
BELTRAN DEL RIO,5,0
BENNETTS,5,0
BERAIN,5,0
BERNA,5,0
BERNON,5,8
BERROSPE,5,0
BERROTERAN,5,0
BERSOZA,5,0
BESANILLA,5,10
BESAREZ,5,0
BILBAO,5,5
BLASS,5,0
BONETTA,5,0
BONIFANT,5,5
BONITO,5,0
BOSQUE,5,0
BOSQUES,5,0
BOUCHAN,5,5
BOUSSART,5,0
BOYZO,5,5
BRAVATA,5,9
BRISTOL,5,0
BUENOSAIRES,5,0
BULOS,5,0
CAAMANO,5,0
CABAÐAS,5,0
CABELLOS,5,6
CABRERO,5,0
CABRIELES,5,9
CAHUARE,5,0
CALAM,5,9
CALATA,5,5
CALATAYUD,5,0
CALDELAS,5,17
CAMANO,5,0
CAMINO,5,6
CAMPECH,5,0
CAMPECHE,5,11
CANAAN,5,0
CANEL,5,0
CANGAS,5,0
CAPIZ,5,0
CARACAS,5,9
CARERA,5,0
CARLOCK,5,0
CARREÃ¿O,5,0
CARRIERA,5,0
CARTA,5,7
CASAVANTES,5,0
CASILDO,5,6
CASPETA,5,20
CASTANO,5,9
CASTA¶EDA,5,0
CASTELAR,5,13
CASTILLEROS,5,0
CATANO,5,5
CAVITA,5,0
CEBRIAN,5,12
CEDEÐO,5,0
CERMEÑO,5,12
CERRATO,5,0
CEVADA,5,0
CHABOLLA,5,5
CHAC,5,7
CHAGOYAN,5,10
CHAIRA,5,0
CHALICO,5,7
CHAPULI,5,0
CHAVOLLA,5,0
CHAZARI,5,10
CHICON,5,0
CHILEL,5,0
CHINA,5,6
CHISPAN,5,0
CHOC,5,0
CHOCA,5,0
CHOREÑO,5,5
CHULINES,5,0
CHUNAB,5,0
CIRA,5,0
CLEMENT,5,0
COATL,5,9
COBAS,5,5
COCIO,5,0
COHEN,5,5
COHETO,5,10
COLLANTES,5,5
COLOAPA,5,8
COLULA,5,6
COMPA#,5,0
CONFESOR,5,8
CONSOSPO,5,8
CONTI,5,5
CONTRERA,5,0
CORCINO,5,0
CORENO,5,0
CORREO,5,0
CORRIL,5,0
COTERA,5,0
COTLAME,5,13
CRUZALEY,5,0
CUADRIELLO,5,0
CUAUTLI,5,0
CUAZITL,5,0
CUBA,5,0
CUNA,5,8
CUXIN,5,6
CUYTUN,5,0
DAMACIO,5,0
DAMAZO,5,9
DAYER,5,0
DE CASAS,5,0
DE CASTILLA,5,0
DE FELIPE,5,0
DE HORTA,5,0
DE JULIAN,5,0
DE LA CUESTA,5,0
DE LA PALMA,5,0
DE LA PE%A,5,0
DE LLANO,5,0
DE LOZA,5,0
DE OCHOA,5,0
DE OLMOS,5,13
DE REZA,5,0
DE SANTILLANA,5,0
DEGALES,5,0
DEL ALTO,5,0
DEL OLMO,5,7
DEL RINCON,5,0
DEMECIO,5,0
DERMA,5,0
DOJAQUEZ,5,5
DONANDRES,5,6
DONMIGUEL,5,5
DOPORTO,5,10
DUENEZ,5,0
DURANTES,5,6
EDISON,5,0
EDUVIGES,5,8
EFIGENIO,5,5
ELOX,5,6
ENCERRADO,5,0
ENDOLAY,5,0
ENSALDO,5,20
ENSASTEGUI,5,9
ESASTIGA,5,0
ESCAPITA,5,0
ESCARE#O,5,0
ESCARPULLI,5,5
ESCARRAGA,5,6
ESCAZAN,5,9
ESCOBOZA,5,0
ESPA!A,5,7
ESTAÑOL,5,7
ESTEBANEZ,5,0
EUDAVE,5,9
EXZACARIAS,5,6
FACHADA,5,5
FALLA,5,0
FARINA,5,0
FARJAT,5,0
FAUSTINOS,5,0
FAYAD,5,14
FEBLES,5,0
FELIPILLO,5,0
FERCANO,5,7
FERNIZA,5,5
FERRETIS,5,0
FERRIÑO,5,0
FIGON,5,6
FILEMON,5,0
FILOBELLO,5,0
FITCH,5,0
FOGLIA,5,5
FORTANELL,5,5
FORTINO,5,0
FORTIZ,5,7
FRAGOZA,5,0
FRANCHINI,5,0
FRANK,5,5
FRAZ,5,0
FRESNILLO,5,0
FUENTEZ,5,0
GACHUPIN,5,7
GADSDEN,5,0
GALLARZO,5,0
GALVES,5,5
GARCEZ,5,0
GASTALDI,5,0
GENIZ,5,5
GERMES,5,0
GIBERT,5,0
GILBERT,5,0
GINES,5,19
GLORY,5,8
GOIZ,5,9
GOJON,5,0
GONSALES,5,0
GUADALAJARA,5,5
GUDIN,5,0
GUEROLA,5,0
GUIZA,5,5
GUIZASOLA,5,0
GUMESINDO,5,0
GURRIA,5,5
HALE,5,0
HARRELL,5,0
HAY,5,0
HENANDEZ,5,0
HERAZO,5,0
HERMOSO,5,6
HERNANEZ,5,0
HIGUERON,5,0
HOFFMANN,5,0
HORNEDO,5,0
HORTELANO,5,0
HUACUJA,5,5
HUBBARD,5,0
HUEBE,5,0
HUESCAS,5,6
HUIPE,5,6
IPARREA,5,0
IRAZOQUI,5,0
ISAURO,5,6
ISLAO,5,7
ITURRIBARRIA,5,0
ITURRIOS,5,5
JAQUES,5,0
JIMÉNEZ,5,0
JONES,5,0
JOO,5,8
JUACHE,5,10
JUNCAL,5,7
JUSTINIANO,5,0
JUVENAL,5,0
KANAGUSICO,5,0
KELLER,5,0
KRAUSS,5,0
LACARRA,5,5
LACARRIERE,5,11
LACES,5,6
LACHINO,5,0
LAIJA,5,0
LAMOYI,5,8
LANDELL,5,0
LARIS,5,0
LARIZ,5,5
LAZARILLO,5,0
LEA,5,0
LEA%OS,5,0
LEGASPE,5,0
LEGASPY,5,0
LENDECHE,5,5
LENZ,5,0
LEPEZ,5,8
LEREE,5,8
LETECHIPIA,5,0
LICANO,5,0
LIEVANA,5,0
LINAN,5,8
LISEA,5,0
LIVAS,5,0
LIZARRARAS,5,0
LLACA,5,0
LLINAS,5,0
LLORENTE,5,0
LLOVERA,5,5
LOGAN,5,0
LOPEZ DE LARA,5,7
LOPEZ PORTILLO,5,0
LOPEZ RAMOS,5,0
LOREA,5,0
LOVILLO,5,0
LOZORNIO,5,0
LUCATERO,5,6
LUPIAN,5,9
M. DEL CAMPO,5,0
MADRIGALES,5,5
MADRUE%O,5,0
MAHE,5,8
MALFAVON,5,5
MALFITANO,5,0
MALTA,5,0
MANRA,5,0
MAQUEO,5,0
MARA!ON,5,0
MARANON,5,0
MARAVE,5,0
MARAVILLAS,5,13
MARCELLEZ,5,0
MARCHANTE,5,0
MARCIN,5,17
MARCOFF,5,0
MARICHE,5,21
MARTÍNEZ,5,28
MASEGOSA,5,0
MASTRANZO,5,14
MATHEIS,5,5
MATURIN,5,0
